날짜,미세먼지,초미세먼지,오존,이산화질소,일산화탄소,아황산가스
20190303,110,77,0.03,0.046,0.9,0.005
20190304,169,117,0.03,0.05,1,0.006
20190305,186,135,0.035,0.036,0.9,0.006
20190306,141,101,0.028,0.044,0.9,0.006
20190307,57,39,0.03,0.029,0.7,0.004
20190308,47,26,0.02,0.04,0.6,0.005
20190309,45,29,0.012,0.053,0.7,0.006
20190310,52,34,0.024,0.035,0.6,0.005
20190311,71,46,0.02,0.04,0.7,0.005
20190312,83,49,0.03,0.026,0.6,0.004
20190313,42,11,0.03,0.02,0.4,0.004
20190314,42,20,0.026,0.03,0.5,0.004
20190315,56,32,0.025,0.031,0.5,0.004
20190316,41,28,0.024,0.026,0.5,0.004
20190317,37,23,0.027,0.025,0.5,0.004
20190318,39,23,0.014,0.046,0.6,0.006
20190319,67,42,0.016,0.053,0.8,0.006
20190320,94,68,0.017,0.05,0.8,0.005
20190321,34,26,0.033,0.022,0.5,0.003
20190322,36,19,0.034,0.015,0.4,0.003
20190323,24,15,0.029,0.023,0.4,0.004
20190324,27,13,0.033,0.02,0.4,0.004
20190325,47,28,0.034,0.03,0.5,0.004
20190326,58,34,0.031,0.033,0.5,0.004
20190327,94,60,0.048,0.027,0.6,0.005
20190328,81,49,0.034,0.027,0.5,0.004
20190329,39,19,0.037,0.023,0.4,0.004
20190330,35,24,0.037,0.018,0.4,0.003
20190331,42,26,0.037,0.013,0.4,0.003
